headerdatestamp|headeridentifier|headersetSpec|metadata.mods.accessCondition#text|metadata.mods.accessCondition@type|metadata.mods.identifier.0#text|metadata.mods.identifier.0@type|metadata.mods.identifier.1|metadata.mods.language.languageTerm#text|metadata.mods.language.languageTerm@authority|metadata.mods.language.languageTerm@type|metadata.mods.location.holdingSimple.copyInformationshelfLocator|metadata.mods.locationphysicalLocation|metadata.mods.name.role.roleTerm#text|metadata.mods.name.role.roleTerm@authority|metadata.mods.name.role.roleTerm@type|metadata.mods.name.role.roleTerm@valueURI|metadata.mods.name@authority|metadata.mods.name@valueURI|metadata.mods.namenamePart|metadata.mods.originInfo.dateCreated.0|metadata.mods.originInfo.dateCreated.1#text|metadata.mods.originInfo.dateCreated.1@encoding|metadata.mods.originInfo.dateCreated.1@keyDate|metadata.mods.originInfo.dateCreated.1@point|metadata.mods.originInfo.dateCreated.2#text|metadata.mods.originInfo.dateCreated.2@encoding|metadata.mods.originInfo.dateCreated.2@keyDate|metadata.mods.originInfo.dateCreated.2@point|metadata.mods.physicalDescription.form#text|metadata.mods.physicalDescription.form@authority|metadata.mods.physicalDescription.form@valueURI|metadata.mods.recordInfo.languageOfCataloging.languageTerm#text|metadata.mods.recordInfo.languageOfCataloging.languageTerm@authority|metadata.mods.recordInfo.languageOfCataloging.languageTerm@type|metadata.mods.recordInforecordContentSource|metadata.mods.recordInforecordIdentifier|metadata.mods.recordInforecordOrigin|metadata.mods.relatedItem.0.titleInfotitle|metadata.mods.relatedItem.0@displayLabel|metadata.mods.relatedItem.0@type|metadata.mods.relatedItem.1.identifier#text|metadata.mods.relatedItem.1.identifier@type|metadata.mods.relatedItem.1.titleInfotitle|metadata.mods.relatedItem.1@displayLabel|metadata.mods.relatedItem.1@type|metadata.mods.subject.0@authority|metadata.mods.subject.0@valueURI|metadata.mods.subject.0topic|metadata.mods.subject.1.cartographicscoordinates|metadata.mods.subject.1.geographic#text|metadata.mods.subject.1.geographic@authority|metadata.mods.subject.1.geographic@valueURI|metadata.mods.subject.1@authority|metadata.mods.subject.1@valueURI|metadata.mods.subject.1topic|metadata.mods.subject@authority|metadata.mods.subject@valueURI|metadata.mods.subjecttopic|metadata.mods.titleInfotitle|metadata.mods@version|metadata.mods@xmlns|metadata.mods@xmlns:xlink|metadata.mods@xmlns:xs|metadata.mods@xmlns:xsi|metadata.mods@xsi:schemaLocation|metadata.modsabstract|metadata.modstypeOfResource
2018-05-03T23:10:15Z|oai:utklib:knoxgardens_111|collections_knoxgardens|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000463_000210_0001|local|https://digital.lib.utk.edu/collections/islandora/object/knoxgardens%3A111|zxx|iso639-2b|code|Box 1, Folder 87|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |Jim Thompson Company|1925 - 1930|1925|edtf|yes|start|1930|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4485|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.1324|local|Knoxville Gardens Slides|Collection|host|lcsh|http://id.loc.gov/authorities/subjects/sh85053123|Gardens, American|    |    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh00007640|Knoxville (Tenn.)--History|    |    |    |View of Louise (Lennon) Craig's Courtyard and Garden|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Louise Lennon married John James Craig (president of the Candoro Marble Company and the J. J. Craig Company) in Knoxville, Tennessee on October 11, 1919. The couple lived on Lyons View Pike, where Louise Craig maintained this garden.|still image
2018-05-03T23:10:15Z|oai:utklib:knoxgardens_112|collections_knoxgardens|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000463_000211_0001|local|https://digital.lib.utk.edu/collections/islandora/object/knoxgardens%3A112|zxx|iso639-2b|code|Box 1, Folder 102|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |Jim Thompson Company|1925 - 1930|1925|edtf|yes|start|1930|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4486|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.1324|local|Knoxville Gardens Slides|Collection|host|lcsh|http://id.loc.gov/authorities/subjects/sh85053123|Gardens, American|    |    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh00007640|Knoxville (Tenn.)--History|    |    |    |Bower in Emma (Parham) Cates' Garden|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Emma Jane Parham (1861-1934) married Charles Theodore Cates Jr. (1851-1938) in 1886 in Maryville, Tennessee. She maintained this garden at their Knoxville home.|still image
2018-05-03T23:10:16Z|oai:utklib:knoxgardens_113|collections_knoxgardens|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000463_000212_0001|local|https://digital.lib.utk.edu/collections/islandora/object/knoxgardens%3A113|zxx|iso639-2b|code|Box 1, Folder 49|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |Jim Thompson Company|1925 - 1930|1925|edtf|yes|start|1930|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4487|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.1324|local|Knoxville Gardens Slides|Collection|host|lcsh|http://id.loc.gov/authorities/subjects/sh85053123|Gardens, American|    |    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh00007640|Knoxville (Tenn.)--History|    |    |    |View in Lida (McClung) Ross' Garden|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"Eliza ""Lida"" Mills McClung (1882-1968) was born to Calvin Morgan and Annie (McGhee) McClung in Tennessee. She married William Cary Ross (1879-1956) on December 2, 1902 and the couple lived at 4155 Lyons View Pike, where Lida maintained the garden shown above."|still image
2018-05-03T23:10:16Z|oai:utklib:knoxgardens_114|collections_knoxgardens|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000463_000213_0001|local|https://digital.lib.utk.edu/collections/islandora/object/knoxgardens%3A114|zxx|iso639-2b|code|Box 1, Folder 52|University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |Jim Thompson Company|1925 - 1930|1925|edtf|yes|start|1930|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4488|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.1324|local|Knoxville Gardens Slides|Collection|host|lcsh|http://id.loc.gov/authorities/subjects/sh85053123|Gardens, American|    |    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh00007640|Knoxville (Tenn.)--History|    |    |    |View in Lida (McClung) Ross' Garden|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|"Eliza ""Lida"" Mills McClung (1882-1968) was born to Calvin Morgan and Annie (McGhee) McClung in Tennessee. She married William Cary Ross (1879-1956) on December 2, 1902 and the couple lived at 4155 Lyons View Pike, where Lida maintained the garden shown above."|still image
2018-05-03T23:10:16Z|oai:utklib:knoxgardens_115|collections_knoxgardens|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000463_000214_0001|local|https://digital.lib.utk.edu/collections/islandora/object/knoxgardens%3A115|zxx|iso639-2b|code|    |University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |unknown|1930-01 - 1939-01|1930-01|edtf|yes|start|1939-01|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4489|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.1324|local|Knoxville Gardens Slides|Collection|host|lcsh|http://id.loc.gov/authorities/subjects/sh85138521|Tulips|    |    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85049328|Flowering trees|    |    |    |Slide 1, Tulip Tree, (New Number = 96)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Photograph slide of the Tennessee state tree, the tulip tree|still image
2018-05-03T23:10:16Z|oai:utklib:knoxgardens_116|collections_knoxgardens|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000463_000215_0001|local|https://digital.lib.utk.edu/collections/islandora/object/knoxgardens%3A116|zxx|iso639-2b|code|    |University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |Knoxville Garden Club|1930-01 - 1939-12|1930-01|edtf|yes|start|1939-12|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4490|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.1324|local|Knoxville Gardens Slides|Collection|host|lcsh|http://id.loc.gov/authorities/subjects/sh00007640|Knoxville (Tenn.)--History|    |    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85127482|State birds|    |    |    |Slide 2, Mocking Bird, (New Number = 97)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Slide photo of the Tennessee State Bird, the mockingbird|still image
2018-05-03T23:10:16Z|oai:utklib:knoxgardens_117|collections_knoxgardens|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000463_000216_0001|local|https://digital.lib.utk.edu/collections/islandora/object/knoxgardens%3A117|zxx|iso639-2b|code|    |University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |Knoxville Garden Club|1930-01 - 1939-12|1930-01|edtf|yes|start|1939-12|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4491|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.1324|local|Knoxville Gardens Slides|Collection|host|lcsh|http://id.loc.gov/authorities/subjects/sh85068079|Irises (Plants)|    |    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh2008120720|Flowers--United States|    |    |    |Slide 3, Iris, (New Number = 84)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Glass slide of the Tennessee state flower, the iris|still image
2018-05-03T23:10:16Z|oai:utklib:knoxgardens_118|collections_knoxgardens|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000463_000217_0001|local|https://digital.lib.utk.edu/collections/islandora/object/knoxgardens%3A118|zxx|iso639-2b|code|    |University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |unknown|1930 - 1939|1930|edtf|yes|start|1939|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4492|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.1324|local|Knoxville Gardens Slides|Collection|host|    |    |    |    |    |    |    |    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh2008120720|Flowers--United States|Slide 4, (New Number = 104)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Glass slide of purple flowers|still image
2018-05-03T23:10:16Z|oai:utklib:knoxgardens_119|collections_knoxgardens|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000463_000218_0001|local|https://digital.lib.utk.edu/collections/islandora/object/knoxgardens%3A119|zxx|iso639-2b|code|    |University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |Jim Thompson Company|1930-01 - 1939-01|1930-01|edtf|yes|start|1939-01|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4493|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.1324|local|Knoxville Gardens Slides|Collection|host|    |    |    |    |    |    |    |    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85057008|Great Smoky Mountains (N.C. and Tenn.)|Slide 5, Guyot, Chapman & Sequoyah, (New Number = 93)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Glass slide of mountains, Guyot, Chapman & Sequoyah|still image
2018-05-03T23:10:17Z|oai:utklib:knoxgardens_120|collections_knoxgardens|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000463_000219_0001|local|https://digital.lib.utk.edu/collections/islandora/object/knoxgardens%3A120|zxx|iso639-2b|code|    |University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |Jim Thompson Company|1930-01 - 1939-12|1930-01|edtf|yes|start|1939-12|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4494|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.1324|local|Knoxville Gardens Slides|Collection|host|    |    |Mountains--Tennessee--Sevier County--History|    |    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85057008|Great Smoky Mountains (N.C. and Tenn.)|    |    |    |Slide 6, Mt Le Conte, (New Number = 94)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Glass slide of Mt Le Conte|still image
2018-05-03T23:10:17Z|oai:utklib:knoxgardens_121|collections_knoxgardens|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000463_000221_0001|local|https://digital.lib.utk.edu/collections/islandora/object/knoxgardens%3A121|zxx|iso639-2b|code|    |University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |Knoxville Garden Club|1930 - 1939|1930|edtf|yes|start|1939|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4496|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.1324|local|Knoxville Gardens Slides|Collection|host|    |    |    |    |    |    |    |    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85057008|Great Smoky Mountains (N.C. and Tenn.)|Slide 8, Chapman Fork, (New Number = 92)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Glass slide of Chapman Fork stream|still image
2018-05-03T23:10:17Z|oai:utklib:knoxgardens_122|collections_knoxgardens|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000463_000222_0001|local|https://digital.lib.utk.edu/collections/islandora/object/knoxgardens%3A122|zxx|iso639-2b|code|    |University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |Jim Thompson Company|1930 - 1939|1930|edtf|yes|start|1939|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4497|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.1324|local|Knoxville Gardens Slides|Collection|host|    |    |    |    |    |    |    |    |    |    |    |    |Alluvial streams--Great Smoky Mountains (N.C. and Tenn.)|Slide 9, Typical Stream, (New Number = 45)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Glass slide of a small waterfall at a stream.|still image
2018-05-03T23:10:17Z|oai:utklib:knoxgardens_123|collections_knoxgardens|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000463_000223_0001|local|https://digital.lib.utk.edu/collections/islandora/object/knoxgardens%3A123|zxx|iso639-2b|code|    |University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|naf|http://id.loc.gov/authorities/names/n85000308|University of Tennessee, Knoxville. Department of Botany|1930 - 1939|1930|edtf|yes|start|1939|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4498|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.1324|local|Knoxville Gardens Slides|Collection|host|lcsh|http://id.loc.gov/authorities/subjects/sh00007640|Knoxville (Tenn.)--History|    |    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh2008120720|Flowers--United States|    |    |    |Slide 10, Galax, (New Number = 83)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Glass slide of the Galax plant.|still image
2018-05-03T23:10:17Z|oai:utklib:knoxgardens_124|collections_knoxgardens|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000463_000224_0001|local|https://digital.lib.utk.edu/collections/islandora/object/knoxgardens%3A124|zxx|iso639-2b|code|    |University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|naf|http://id.loc.gov/authorities/names/n85000308|University of Tennessee, Knoxville. Department of Botany|1930 - 1939|1930|edtf|yes|start|1939|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4499|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.1324|local|Knoxville Gardens Slides|Collection|host|lcsh|http://id.loc.gov/authorities/subjects/sh96008268|Trilliums|    |    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh2008120720|Flowers--United States|    |    |    |Slide 11, Purple Trillium, (New Number = 86)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Glass slide photo of Purple Trillium flower.|still image
2018-05-03T23:10:17Z|oai:utklib:knoxgardens_125|collections_knoxgardens|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000463_000225_0001|local|https://digital.lib.utk.edu/collections/islandora/object/knoxgardens%3A125|zxx|iso639-2b|code|    |University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |Jim Thompson Company|1930 - 1939|1930|edtf|yes|start|1939|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4500|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.1324|local|Knoxville Gardens Slides|Collection|host|    |    |    |    |    |    |    |    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh2008120720|Flowers--United States|Slide 12, Sand Myrtle, (New Number = 89)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Glass slide of the Sand Myrtle plant.|still image
2018-05-03T23:10:17Z|oai:utklib:knoxgardens_126|collections_knoxgardens|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000463_000226_0001|local|https://digital.lib.utk.edu/collections/islandora/object/knoxgardens%3A126|zxx|iso639-2b|code|    |University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|naf|http://id.loc.gov/authorities/names/n85000308|University of Tennessee, Knoxville. Department of Botany|1930 - 1939|1930|edtf|yes|start|1939|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4501|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.1324|local|Knoxville Gardens Slides|Collection|host|lcsh|http://id.loc.gov/authorities/subjects/sh85087782|Mountain laurel|    |    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh2008120720|Flowers--United States|    |    |    |Slide 13, Laurel (Kalmia), (New Number = 85)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Glass slide of white Laurel flowers.|still image
2018-05-03T23:10:17Z|oai:utklib:knoxgardens_127|collections_knoxgardens|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000463_000227_0001|local|https://digital.lib.utk.edu/collections/islandora/object/knoxgardens%3A127|zxx|iso639-2b|code|    |University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|naf|http://id.loc.gov/authorities/names/n85000308|University of Tennessee, Knoxville. Department of Botany|1930 - 1939|1930|edtf|yes|start|1939|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4502|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.1324|local|Knoxville Gardens Slides|Collection|host|lcsh|http://id.loc.gov/authorities/subjects/sh85113765|Rhododendrons|    |    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85010626|Azaleas|    |    |    |Slide 14, Rhododendron Catawba, (New Number = 88)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Glass slide of Rhododendron flowers.|still image
2018-05-03T23:10:17Z|oai:utklib:knoxgardens_128|collections_knoxgardens|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000463_000228_0001|local|https://digital.lib.utk.edu/collections/islandora/object/knoxgardens%3A128|zxx|iso639-2b|code|    |University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |Jim Thompson Company|1930 - 1939|1930|edtf|yes|start|1939|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4503|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.1324|local|Knoxville Gardens Slides|Collection|host|lcsh|http://id.loc.gov/authorities/subjects/sh2005008326|Rhododendron maximum|    |    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85113765|Rhododendrons|    |    |    |Slide 15, Rhododendron Maximum, (New Number = 87)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Glass slide of Rhododendron flowers.|still image
2018-05-03T23:10:18Z|oai:utklib:knoxgardens_129|collections_knoxgardens|The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.|use and reproduction|0012_000463_000229_0001|local|https://digital.lib.utk.edu/collections/islandora/object/knoxgardens%3A129|zxx|iso639-2b|code|    |University of Tennessee, Knoxville. Special Collections|Creator|marcrelator|text|http://id.loc.gov/vocabulary/relators/cre|    |    |Jim Thompson Company|1930 - 1939|1930|edtf|yes|start|1939|edtf|yes|end|photographs|aat|http://vocab.getty.edu/aat/300046300|eng|iso639-2b|code|University of Tennessee, Knoxville. Libraries|record_spc_4504|Created and edited in general conformance to MODS Guidelines (Version 3.5).|Special Collections Online|Project|host|MS.1324|local|Knoxville Gardens Slides|Collection|host|lcsh|http://id.loc.gov/authorities/subjects/sh85010626|Azaleas|    |    |    |    |lcsh|http://id.loc.gov/authorities/subjects/sh85113765|Rhododendrons|    |    |    |Slide 16, Flame Azalea, (New Number = 81)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|Glass slide of Flame Azalea flowers.|still image
